SID,科目コード,評点
000254,00220191519174,75
000056,00220191519174,76
000930,00220191519174,77
001031,00220191519174,82
000054,00220191519174,74
000493,00220191519174,76
000034,00220191519174,81
001343,00220191519174,74
000696,00220191519174,67
000741,00220191519174,81
000176,00220191519174,67
000771,00220191519174,72
000141,00220191519174,74
000524,00220191519174,82
000254,00220201529439,73
000377,00220201529439,80
000437,00220201529439,77
001223,00220201529439,82
000696,00220201529439,65
000961,00220201529439,81
000778,00220201529439,77
001374,00220201529439,77
000178,00220201529439,82
000333,00220201529439,84
000254,00220201570358,82
000753,00220201570358,89
001181,00220201570358,66
001138,00220201570358,86
000892,00220201570358,81
000493,00220201570358,75
001223,00220201570358,74
000696,00220201570358,67
000961,00220201570358,80
000452,00220201570358,89
000551,00220201570358,86
000089,00220201570358,72
000141,00220201570358,73
000524,00220201570358,80
001316,00220201570358,77
000724,00220201570358,70
000254,00220201548581,81
000056,00220201548581,79
000377,00220201548581,79
001181,00220201548581,73
001031,00220201548581,77
000310,00220201548581,80
000054,00220201548581,74
000034,00220201548581,75
000955,00220201548581,75
000696,00220201548581,76
000961,00220201548581,74
000551,00220201548581,82
000778,00220201548581,76
000403,00220201548581,73
001128,00220201548581,82
001422,00220201548581,79
001081,00220201548581,78
000754,00220201548581,73
000255,00220201548581,98
001084,00220201548581,77
000987,00220201548581,73
000254,00220211519328,83
000377,00220211519328,79
000930,00220211519328,76
000310,00220211519328,82
000065,00220211519328,76
000955,00220211519328,81
000873,00220211519328,76
000920,00220211519328,72
000452,00220211519328,80
000778,00220211519328,76
001374,00220211519328,80
001094,00220211519328,79
001444,00220211519328,81
001323,00220211519328,67
001309,00220211519328,67
000032,00220211519328,89
001260,00220211519328,87
000052,00220211519328,76
000724,00220211519328,67
001295,00220211519328,91
000254,00620181910043,73
000551,00620181910043,83
001128,00620181910043,84
000318,00620181910043,81
001339,00620181910043,81
001079,00620181910043,82
000532,00620181910043,78
001081,00620181910043,68
001163,00620181910043,82
000737,00620181910043,79
001260,00620181910043,84
000906,00620181910043,69
000653,00620181910043,74
001405,00620181910043,74
000781,00620181910043,83
000254,00320211548611,79
000054,00320211548611,79
000253,00320211548611,82
000603,00320211548611,72
001094,00320211548611,80
001444,00320211548611,74
000411,00320211548611,84
000580,00320211548611,82
001140,00320211548611,81
000307,00320211548611,71
001199,00320211548611,81
000527,00320211548611,82
000077,00320211548611,78
000492,00320211548611,76
001166,00320211548611,84
000179,00320211548611,79
000403,00320211548611,84
001282,00320211548611,74
001128,00320211548611,84
001323,00320211548611,70
001422,00320211548611,79
001316,00320211548611,78
000254,00320181730053,72
000920,00320181730053,79
001094,00320181730053,84
000580,00320181730053,75
000513,00320181730053,72
000307,00320181730053,68
001199,00320181730053,73
000179,00320181730053,80
001440,00320181730053,74
000549,00320181730053,84
000089,00320181730053,78
001081,00320181730053,78
000266,00320181730053,75
000436,00320181730053,80
000254,00420171562827,75
000437,00420171562827,72
000603,00420171562827,70
000176,00420171562827,78
001309,00420171562827,71
000484,00420171562827,87
000330,00420171562827,77
000327,00420171562827,85
001044,00420171562827,73
001314,00420171562827,74
000754,00420171562827,69
001405,00420171562827,71
000255,00420171562827,95
000278,00420171562827,75
000240,00420171562827,74
000765,00420171562827,74
001243,00420171562827,83
001257,00420171562827,74
000969,00420171562827,79
000254,00420211569350,88
000034,00420211569350,84
000178,00420211569350,78
000327,00420211569350,86
001044,00420211569350,76
000754,00420211569350,74
001405,00420211569350,68
001413,00420211569350,80
000255,00420211569350,96
000524,00420211569350,72
001084,00420211569350,80
000177,00420211569350,87
001243,00420211569350,85
001257,00420211569350,80
000266,00420211569350,86
000129,00420211569350,90
001030,00420211569350,71
000254,00420171730045,88
000753,00420171730045,76
000065,00420171730045,77
000411,00420171730045,92
001188,00420171730045,73
000575,00420171730045,75
001338,00420171730045,82
000327,00420171730045,80
001044,00420171730045,77
001314,00420171730045,75
001405,00420171730045,71
001413,00420171730045,82
000524,00420171730045,81
001316,00420171730045,69
001084,00420171730045,83
000781,00420171730045,90
000765,00420171730045,74
001243,00420171730045,78
001257,00420171730045,72
000969,00420171730045,79
000129,00420171730045,79
001359,00420171730045,60
000254,00120175550033,83
000176,00120175550033,60
000225,00120175550033,71
001309,00120175550033,69
000771,00120175550033,73
000100,00120175550033,79
001422,00120175550033,79
000575,00120175550033,78
000388,00120175550033,78
000369,00120175550033,83
000121,00120175550033,92
000484,00120175550033,75
001209,00120175550033,73
000254,00420201562967,75
001223,00420201562967,70
000920,00420201562967,81
000551,00420201562967,91
001166,00420201562967,77
000771,00420201562967,69
000327,00420201562967,86
000255,00420201562967,91
001316,00420201562967,77
000240,00420201562967,80
000781,00420201562967,84
000765,00420201562967,77
001257,00420201562967,72
000969,00420201562967,80
001062,00420201562967,81
000254,00420195760011,85
000753,00420195760011,90
001138,00420195760011,86
000034,00420195760011,86
000327,00420195760011,82
001044,00420195760011,74
000754,00420195760011,71
001405,00420195760011,72
001413,00420195760011,84
000255,00420195760011,89
000524,00420195760011,75
001316,00420195760011,70
000278,00420195760011,76
000240,00420195760011,81
000969,00420195760011,75
000129,00420195760011,81
000254,00420171639560,83
001343,00420171639560,83
000961,00420171639560,87
000603,00420171639560,66
000484,00420171639560,79
001044,00420171639560,70
001314,00420171639560,75
000754,00420171639560,75
001413,00420171639560,77
000255,00420171639560,96
000524,00420171639560,81
000240,00420171639560,84
000781,00420171639560,82
000177,00420171639560,89
001243,00420171639560,77
001257,00420171639560,79
000129,00420171639560,82
000254,00420171760084,73
000065,00420171760084,74
000333,00420171760084,85
001044,00420171760084,73
001314,00420171760084,68
000754,00420171760084,66
001413,00420171760084,81
000255,00420171760084,92
001316,00420171760084,67
001084,00420171760084,73
000278,00420171760084,78
000240,00420171760084,70
000765,00420171760084,74
000177,00420171760084,83
000266,00420171760084,84
000129,00420171760084,83
001359,00420171760084,62
000254,00120181554921,85
000555,00120181554921,82
000219,00120181554921,88
001000,00120181554921,87
000290,00120181554921,84
000771,00120181554921,74
000914,00120181554921,88
000100,00120181554921,83
000575,00120181554921,77
000089,00120181554921,70
000895,00120181554921,76
001301,00120181554921,78
000369,00120181554921,88
001338,00120181554921,87
000484,00120181554921,79
001209,00120181554921,76
001163,00120181554921,88
000255,00120181554921,95
000992,00120181554921,79
000254,00120181940015,83
000779,00120181940015,74
001374,00120181940015,84
000152,00120181940015,82
000219,00120181940015,94
001000,00120181940015,95
000176,00120181940015,72
000722,00120181940015,82
000225,00120181940015,75
001422,00120181940015,84
000391,00120181940015,82
000318,00120181940015,81
000575,00120181940015,70
001236,00120181940015,87
001301,00120181940015,75
000096,00120181940015,85
000609,00120181940015,68
000484,00120181940015,81
000254,00420201950037,85
000551,00420201950037,86
001374,00420201950037,81
000333,00420201950037,81
000609,00420201950037,73
000327,00420201950037,87
001044,00420201950037,73
001413,00420201950037,82
000524,00420201950037,79
001316,00420201950037,67
000278,00420201950037,77
000240,00420201950037,78
000781,00420201950037,83
000765,00420201950037,75
000177,00420201950037,81
001243,00420201950037,78
000969,00420201950037,77
000266,00420201950037,71
000129,00420201950037,81
000839,00420201950037,95
000782,00420201950037,77
000648,00420201950037,85
000503,00420201950037,64
000254,00320181730061,84
000955,00320181730061,78
000603,00320181730061,73
000333,00320181730061,86
000411,00320181730061,86
000580,00320181730061,80
000513,00320181730061,72
001067,00320181730061,68
000152,00320181730061,76
000527,00320181730061,83
000492,00320181730061,81
000179,00320181730061,78
001440,00320181730061,76
000403,00320181730061,72
001323,00320181730061,77
001188,00320181730061,78
001422,00320181730061,84
000575,00320181730061,78
001338,00320181730061,87
000254,00520201570420,79
000779,00520201570420,70
000493,00520201570420,76
000437,00520201570420,74
000253,00520201570420,81
000920,00520201570420,82
001285,00520201570420,64
000580,00520201570420,79
000290,00520201570420,87
001301,00520201570420,72
000177,00520201570420,84
000839,00520201570420,88
000782,00520201570420,74
000987,00520201570420,75
001062,00520201570420,89
000648,00520201570420,72
000449,00520201570420,80
000436,00520201570420,82
001030,00520201570420,73
000243,00520201570420,71
000992,00520201570420,85
000056,00820195142016,77
000377,00820195142016,81
000930,00820195142016,77
000753,00820195142016,82
001138,00820195142016,86
000892,00820195142016,74
000034,00820195142016,86
000178,00820195142016,85
001014,00820195142016,78
000307,00820195142016,65
000077,00820195142016,85
001166,00820195142016,82
000179,00820195142016,78
001440,00820195142016,76
000549,00820195142016,80
001282,00820195142016,68
001117,00820195142016,85
000575,00820195142016,74
000089,00820195142016,71
000388,00820195142016,73
001236,00820195142016,80
000096,00820195142016,87
000121,00820195142016,95
000737,00820195142016,81
001269,00820195142016,85
000330,00820195142016,82
001044,00820195142016,77
000754,00820195142016,70
000524,00820195142016,69
000278,00820195142016,81
000177,00820195142016,81
001243,00820195142016,87
000129,00820195142016,87
000648,00820195142016,81
000503,00820195142016,65
000243,00820195142016,81
000827,00820195142016,90
001359,00820195142016,59
000056,00820195142024,77
000377,00820195142024,83
000930,00820195142024,76
000753,00820195142024,85
001138,00820195142024,83
000892,00820195142024,85
000034,00820195142024,83
000178,00820195142024,84
001014,00820195142024,78
000307,00820195142024,71
000077,00820195142024,86
001166,00820195142024,81
000179,00820195142024,75
001440,00820195142024,76
000549,00820195142024,84
001282,00820195142024,69
001117,00820195142024,83
000575,00820195142024,78
000089,00820195142024,73
000388,00820195142024,74
001236,00820195142024,83
000096,00820195142024,76
000121,00820195142024,96
000737,00820195142024,86
001269,00820195142024,77
000330,00820195142024,82
001044,00820195142024,68
000754,00820195142024,68
000524,00820195142024,81
000278,00820195142024,82
000177,00820195142024,89
001243,00820195142024,79
000129,00820195142024,78
000648,00820195142024,79
000503,00820195142024,69
000243,00820195142024,79
000827,00820195142024,86
001359,00820195142024,62
000056,00220171519077,75
000377,00220171519077,75
000779,00220171519077,73
000310,00220171519077,84
001138,00220171519077,82
000493,00220171519077,76
001343,00220171519077,73
000955,00220171519077,79
000696,00220171519077,69
000920,00220171519077,80
000178,00220171519077,83
000580,00220171519077,87
000513,00220171519077,79
000032,00220171519077,83
001084,00220171519077,80
000056,00220201720023,76
