SID,科目コード,評点,主担当
000982,00720211420135,83,0297
000861,00720211420135,71,0297
000552,00720211420135,87,0297
000108,00720211420135,75,0297
000460,00720211420135,78,0297
000245,00720211420135,81,0297
000981,00720211420135,74,0297
000386,00720211420135,78,0297
000131,00720211420135,82,0297
000439,00720211420135,77,0297
000653,00720211420135,79,0297
000107,00720211420135,87,0297
000410,00720211420135,72,0297
000806,00720211420135,82,0297
000001,00720211420135,81,0297
000354,00720211420135,76,0297
000278,00720211420135,79,0297
000393,00720211420135,74,0297
001017,00720211420135,77,0297
001360,00720211420135,74,0297
000328,00720211420135,85,0297
001400,00720211420135,74,0297
000143,00720211420135,82,0297
000544,00720211420135,76,0297
000223,00720211420135,68,0297
000412,00720211420135,83,0297
000151,00720211420135,80,0297
001390,00720211420135,79,0297
001032,00720211420135,79,0297
000621,00720211420135,73,0297
000251,00720211420135,90,0297
000530,00720211420135,67,0297
001309,00720211420135,83,0297
000121,00720211420135,80,0297
001191,00720211420135,79,0297
000015,00720211420135,83,0297
000676,00720211420135,70,0297
001286,00720211420135,75,0297
000474,00720211420135,90,0297
000237,00720211420135,74,0297
000890,00720211420135,76,0297
001082,00720211420135,76,0297
000784,00720211420135,81,0297
000164,00720211420135,75,0297
000301,00720211420135,72,0297
000800,00720211420135,79,0297
000011,00720211420135,76,0297
000629,00720211420135,75,0297
000741,00720211420135,85,0297
001091,00720211420135,81,0297
001434,00720211420135,76,0297
000862,00720211420135,68,0297
001397,00720211420135,77,0297
000516,00720211420135,84,0297
000599,00720211420135,88,0297
001404,00720211420135,80,0297
001143,00720211420135,79,0297
001108,00720211420135,67,0297
000009,00720211420135,72,0297
001258,00720211420135,77,0297
000401,00720211420135,66,0297
000198,00720211420135,76,0297
001314,00720211420135,75,0297
000242,00720211420135,72,0297
001217,00720211420135,73,0297
000083,00720211420135,80,0297
000954,00720211420135,76,0297
000659,00720211420135,80,0297
000527,00720211420135,75,0297
000048,00720211420135,79,0297
000046,00720211420135,66,0297
001223,00720211420135,75,0297
000669,00720211420135,67,0297
000496,00720211420135,84,0297
000261,00720211420135,80,0297
000631,00720211420135,73,0297
000910,00720211420135,81,0297
000654,00720211420135,94,0297
001149,00720211420135,86,0297
000541,00720211420135,70,0297
001083,00720211420135,85,0297
000275,00720211420135,75,0297
001014,00720211420135,67,0297
000921,00720211420135,81,0297
000173,00720211420135,66,0297
000670,00720211420135,77,0297
000513,00720211420135,71,0297
001199,00720211420135,79,0297
001405,00720211420135,78,0297
000801,00720211420135,82,0297
000613,00720211420135,78,0297
000820,00720211420135,75,0297
000995,00720211420135,75,0297
000506,00720211420135,84,0297
001322,00720211420135,73,0297
001247,00720211420135,80,0297
001281,00720211420135,72,0297
000400,00720211420135,76,0297
000918,00720211420135,80,0297
000419,00720211420135,78,0297
000946,00720211420135,89,0297
001140,00720211420135,82,0297
001099,00720211420135,81,0297
000064,00720211420135,75,0297
001059,00720211420135,79,0297
000088,00720211420135,74,0297
000019,00720211420135,69,0297
000811,00720211420135,77,0297
001115,00720211420135,68,0297
000734,00720211420135,70,0297
000265,00720211420135,66,0297
000341,00720211420135,78,0297
000883,00720211420135,82,0297
001443,00720211420135,80,0297
000274,00720211420135,88,0297
001019,00720211420135,70,0297
001372,00720211420135,68,0297
001054,00720211420135,76,0297
000752,00720211420135,74,0297
000246,00720211420135,78,0297
001416,00720211420135,81,0297
000435,00720211420135,75,0297
000014,00720211420135,83,0297
001103,00720211420135,88,0297
001275,00720211420135,74,0297
000313,00720211420135,82,0297
000509,00720211420135,80,0297
000908,00720211420135,73,0297
000234,00720211420135,76,0297
001239,00720211420135,73,0297
000872,00720211420135,93,0297
000482,00720211420135,81,0297
000940,00720211420135,64,0297
001361,00720211420135,73,0297
000560,00720211420135,64,0297
000100,00720211420135,77,0297
000244,00720211420135,76,0297
001076,00720211420135,79,0297
000603,00720211420135,85,0297
000661,00720211420135,74,0297
001428,00720211420135,74,0297
000667,00720211420135,80,0297
000205,00720211420135,66,0297
001409,00720211420135,62,0297
001136,00720211420135,71,0297
000942,00720211420135,93,0297
001306,00720211420135,70,0297
001020,00720211420135,89,0297
001072,00720211420135,77,0297
000626,00720211420135,76,0297
000004,00720211420135,78,0297
000072,00720211420135,77,0297
000489,00720211420135,83,0297
001259,00720211420135,88,0297
001366,00720211420135,72,0297
000217,00720211420135,62,0297
000636,00720211420135,83,0297
000429,00720211420135,87,0297
001016,00720211420135,77,0297
000839,00720211420135,74,0297
000817,00720211420135,68,0297
001304,00720211420135,68,0297
000596,00720211420135,72,0297
000002,00720211420135,73,0297
000988,00720211420135,67,0297
001035,00720211420135,77,0297
000194,00720211420135,79,0297
000167,00720211420135,75,0297
000461,00720211420135,83,0297
000183,00720211420135,81,0297
000725,00720211420135,88,0297
000764,00720211420135,86,0297
000831,00720211420135,68,0297
000481,00720211420135,81,0297
001208,00720211420135,78,0297
001240,00720211420135,73,0297
001362,00720211420135,80,0297
001028,00720211420135,79,0297
001152,00720211420135,81,0297
001105,00720211420135,70,0297
000146,00720211420135,81,0297
000643,00720211420135,78,0297
000122,00720211420135,80,0297
000463,00720211420135,71,0297
001228,00720211420135,81,0297
000298,00720211420135,73,0297
000610,00720211420135,84,0297
001311,00720211420135,80,0297
001408,00720211420135,80,0297
000325,00720211420135,80,0297
000852,00720211420135,73,0297
000683,00720211420135,78,0297
000934,00720211420135,87,0297
001161,00720211420135,84,0297
001420,00720211420135,87,0297
000651,00720211420135,70,0297
000573,00720211420135,76,0297
000740,00720211420135,85,0297
000538,00720211420135,83,0297
001353,00720211420135,80,0297
000555,00720211420135,76,0297
001370,00720211420135,78,0297
000137,00720211420135,74,0297
001121,00720211420135,75,0297
001339,00720211420135,89,0297
000980,00720211420135,80,0297
000486,00720211420135,73,0297
000177,00720211420135,72,0297
000539,00720211420135,77,0297
000065,00720211420135,78,0297
000822,00720211420135,74,0297
000170,00720211420135,79,0297
001182,00720211420135,82,0297
000950,00720211420135,83,0297
000893,00720211420135,82,0297
000881,00720211420135,82,0297
000287,00720211420135,78,0297
000721,00720211420135,71,0297
000885,00720211420135,81,0297
000501,00720211420135,74,0297
001151,00720211420135,73,0297
000221,00720211420135,70,0297
001423,00720211420135,80,0297
000672,00720211420135,72,0297
000928,00720211420135,64,0297
000295,00720211420135,82,0297
001312,00720211420135,79,0297
000241,00720211420135,68,0297
000969,00720211420135,77,0297
000235,00720211420135,87,0297
000428,00720211420135,68,0297
001159,00720211420135,69,0297
000936,00720211420135,77,0297
001129,00720211420135,70,0297
000080,00720211420135,73,0297
001318,00720211420135,79,0297
000427,00720211420135,71,0297
000558,00720211420135,71,0297
000456,00720211420135,73,0297
000224,00720211420135,72,0297
000960,00720211420135,71,0297
001260,00720211420135,71,0297
000871,00720211420135,64,0297
000075,00720211420135,81,0297
001044,00720211420135,75,0297
000608,00720211420135,64,0297
001163,00720211420135,61,0297
001110,00720211420135,73,0297
000232,00720211420135,81,0297
000366,00720211420135,92,0297
000508,00720211420135,80,0297
001141,00720211420135,71,0297
000900,00720211420135,80,0297
000035,00720211420135,71,0297
001328,00720211420135,68,0297
000396,00720211420135,79,0297
001113,00720211420135,76,0297
000812,00720211420135,85,0297
001193,00720211420135,81,0297
001218,00720211420135,78,0297
000507,00720211420135,91,0297
000925,00720211420135,69,0297
001007,00720211420135,81,0297
001414,00720211420135,73,0297
000858,00720211420135,68,0297
001081,00720211420135,73,0297
000371,00720211420135,87,0297
000441,00720211420135,71,0297
001168,00720211420135,67,0297
000091,00720211420135,69,0297
000694,00720211420135,92,0297
001069,00720211420135,83,0297
000846,00720211420135,69,0297
000611,00720211420135,70,0297
000092,00720211420135,76,0297
000165,00720211420135,69,0297
000208,00720211420135,82,0297
000084,00720211420135,68,0297
000951,00720211420135,76,0297
000581,00720211420135,83,0297
000138,00720211420135,85,0297
001135,00720211420135,76,0297
000379,00720211420135,84,0297
000916,00720211420135,83,0297
000303,00720211420135,76,0297
000405,00720211420135,90,0297
001325,00720211420135,72,0297
000344,00720211420135,80,0297
001284,00720211420135,71,0297
000364,00720211420135,79,0297
001406,00720211420135,77,0297
001319,00720211420135,87,0297
000495,00720211420135,59,0297
000424,00720211420135,91,0297
000423,00720211420135,80,0297
000160,00720211420135,80,0297
000286,00720211420135,77,0297
000502,00720211420135,78,0297
000395,00720211420135,79,0297
000040,00720211420135,81,0297
001256,00720211420135,89,0297
000658,00720211420135,76,0297
000254,00720211420135,85,0297
001132,00720211420135,75,0297
000127,00720211420135,67,0297
000330,00720211420135,79,0297
001068,00720211420135,72,0297
001085,00720211420135,81,0297
000542,00720211420135,76,0297
001178,00720211420135,77,0297
000590,00720211420135,88,0297
000762,00720211420135,81,0297
000159,00720211420135,76,0297
000038,00720211420135,81,0297
000584,00720211420135,82,0297
001155,00720211420135,72,0297
000319,00720211420135,91,0297
001138,00720211420135,81,0297
000882,00720211420135,78,0297
000620,00720211420135,77,0297
001398,00720211420135,83,0297
000550,00720211420135,75,0297
000860,00720211420135,78,0297
001342,00720211420135,85,0297
000546,00720211420135,70,0297
000417,00720211420135,79,0297
001381,00720211420135,77,0297
000418,00720211420135,87,0297
000044,00720211420135,87,0297
000163,00720211420135,79,0297
000714,00720211420135,86,0297
000196,00720211420135,77,0297
001365,00720211420135,86,0297
000706,00720211420135,82,0297
001097,00720211420135,83,0297
000033,00720211420135,62,0297
000576,00720211420135,78,0297
000333,00720211420135,77,0297
000732,00720211420135,72,0297
001037,00720211420135,71,0297
001261,00720211420135,78,0297
000821,00720211420135,84,0297
001445,00720211420135,78,0297
000305,00720211420135,68,0297
000485,00720211420135,76,0297
000977,00720211420135,84,0297
001201,00720211420135,80,0297
000716,00720211420135,73,0297
001231,00720211420135,78,0297
000321,00720211420135,77,0297
000625,00720211420135,81,0297
000387,00720211420135,82,0297
001330,00720211420135,68,0297
000492,00720211420135,67,0297
000199,00720211420135,86,0297
000649,00720211420135,76,0297
001207,00720211420135,74,0297
000028,00720211420135,74,0297
000458,00720211420135,69,0297
000534,00720211420135,78,0297
001064,00720211420135,73,0297
000181,00720211420135,75,0297
000294,00720211420135,80,0297
000399,00720211420135,67,0297
000652,00720211420135,65,0297
001307,00720211420135,90,0297
000551,00720211420135,77,0297
001171,00720211420135,79,0297
000285,00720211420135,78,0297
001034,00720211420135,83,0297
001080,00720211420135,76,0297
000085,00720211420135,79,0297
000624,00720211420135,81,0297
000690,00720211420135,84,0297
000878,00720211420135,82,0297
000043,00720211420135,85,0297
001379,00720211420135,85,0297
000961,00720211420135,70,0297
001150,00720211420135,73,0297
000791,00720211420135,77,0297
001137,00720211420135,77,0297
000601,00720211420135,79,0297
000105,00720211420135,86,0297
000188,00720211420135,71,0297
000835,00720211420135,90,0297
000176,00720211420135,76,0297
001257,00720211420135,82,0297
000347,00720211420135,71,0297
000288,00720211420135,85,0297
000705,00720211420135,74,0297
001190,00720211420135,76,0297
001126,00720211420135,73,0297
000214,00720211420135,81,0297
000729,00720211420135,73,0297
000823,00720211420135,73,0297
000409,00720211420135,79,0297
001106,00720211420135,75,0297
000886,00720211420135,77,0297
000685,00720211420135,78,0297
000663,00720211420135,74,0297
000598,00720211420135,79,0297
000124,00720211420135,75,0297
000117,00720211420135,81,0297
000767,00720211420135,64,0297
001422,00720211420135,87,0297
000795,00720211420135,79,0297
001074,00720211420135,81,0297
000467,00720211420135,78,0297
000179,00720211420135,89,0297
000430,00720211420135,81,0297
001426,00720211420135,70,0297
001355,00720211420135,81,0297
000644,00720211420135,72,0297
000790,00720211420135,74,0297
000896,00720211420135,70,0297
001167,00720211420135,92,0297
000086,00720211420135,80,0297
000972,00720211420135,82,0297
000031,00720211420135,77,0297
001055,00720211420135,71,0297
000531,00720211420135,79,0297
001237,00720211420135,80,0297
000776,00720211420135,91,0297
001386,00720211420135,69,0297
001373,00720211420135,89,0297
000361,00720211420135,84,0297
000641,00720211420135,84,0297
000271,00720211420135,93,0297
000470,00720211420135,75,0297
000073,00720211420135,78,0297
000403,00720211420135,60,0297
001130,00720211420135,85,0297
001176,00720211420135,81,0297
001378,00720211420135,79,0297
000431,00720211420135,62,0297
000639,00720211420135,74,0297
000606,00720211420135,90,0297
000045,00720211420135,77,0297
001172,00720211420135,76,0297
000866,00720211420135,71,0297
000585,00720211420135,79,0297
001119,00720211420135,78,0297
001359,00720211420135,73,0297
000451,00720211420135,76,0297
000807,00720211420135,81,0297
001430,00720211420135,88,0297
000153,00720211420135,73,0297
000660,00720211420135,85,0297
001269,00720211420135,70,0297
001345,00720211420135,78,0297
000932,00720211420135,76,0297
000353,00720211420135,72,0297
000757,00720211420135,76,0297
000739,00720211420135,78,0297
